OBJECTID,lon,lat,StaType,DateModif,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,x,y
388,-79.160006,40.61314,Curbside Bus Stop only (no shelter),2019-09-05T07:03:22,BUS,15705,PA,Indiana, ,711 Pratt Drive,Indiana University of Penn,INA,"Indiana, PA",Indiana University of Penn, ,-79.1600090703295,40.6131480377556
389,-86.160423,39.761984,Station Building (with waiting room),2017-11-06T07:05:06,TRAIN,46225,IN,Indianapolis, ,350 South Illinois Street, ,IND,"Indianapolis, IN", , ,-86.1604281240528,39.7619915548098
390,-117.733695,33.656771,Station Building (with waiting room),2018-09-14T07:04:48,TRAIN,92618,CA,Irvine, ,15215 Barranca Parkway, ,IRV,"Irvine, CA", , ,-117.733707069669,33.6567758402062
391,-90.190936,32.300808,Station Building (with waiting room),2017-11-06T07:05:06,TRAIN,39201,MS,Jackson, ,300 West Capitol Street, ,JAN,"Jackson, MS", , ,-90.1909417565056,32.3008139096193
392,-81.723893,30.365601,Station Building (with waiting room),2017-11-06T07:05:06,TRAIN,32209,FL,Jacksonville, ,3570 Clifford Lane, ,JAX,"Jacksonville, FL", , ,-81.7238962752218,30.3656067658158
393,-92.169906,38.57887,Platform with Shelter,2019-10-03T07:03:13,TRAIN,65101,MO,Jefferson City, ,101 Jefferson Street, ,JEF,"Jefferson City, MO", , ,-92.1699127321195,38.5788770278361
394,-77.40727,34.76693,Station Building (with waiting room),2022-07-15T07:04:17,BUS,28540,NC,Jacksonville, ,1300 North Marine Boulevard, ,JNC,"Jacksonville, NC", ,Swansboro,-77.4072721838274,34.7669369003247
395,-119.053991,37.812766,Curbside Bus Stop only (no shelter),2020-02-07T07:11:23,BUS,93529,CA,June Lake, ,Junction U.S. Highway 395 & State Highway 158, ,JNL,"June Lake, CA", , ,-119.054003688461,37.8127711910138
396,-88.763099,43.089988,Curbside Bus Stop only (no shelter),2022-03-16T07:04:11,BUS,53038,WI,Johnson Creek, ,575 Linmar Lane, ,JOC,"Johnson Creek, WI", , ,-88.7631052108357,43.0899959915045
397,-88.078731,41.524647,Station Building (with waiting room),2018-09-29T07:04:42,TRAIN,60432,IL,Joliet, ,90 East Jefferson Street, ,JOL,"Joliet, IL", , ,-88.0787368467954,41.5246547681416
398,-81.882173,31.605589,Station Building (with waiting room),2017-11-06T07:05:07,TRAIN,31545,GA,Jesup, ,176 Northwest Broad Street, ,JSP,"Jesup, GA", , ,-81.8821763722151,31.6055950467695
399,-78.921996,40.329689,Station Building (with waiting room),2017-11-06T07:05:07,TRAIN,15901,PA,Johnstown, ,47 Walnut Street, ,JST,"Johnstown, PA", , ,-78.9219989760397,40.3296969934148
400,-118.080077,43.745252,Curbside Bus Stop only (no shelter),2018-07-12T07:04:31,BUS,97911,OR,Juntura, ,5838 U.S. Highway 20, ,JTR,"Juntura, OR", , ,-118.080090376179,43.7452577924587
401,-88.988186,42.719995,Station Building (with waiting room),2018-09-28T07:04:42,BUS,53545,WI,Janesville, ,3120 North Pontiac Drive, ,JVL,"Janesville, WI", , ,-88.9881922366696,42.7200029173279
402,-84.39967,42.248113,Station Building (with waiting room),2017-11-06T07:05:07,TRAIN,49201,MI,Jackson, ,501 East Michigan Avenue, ,JXN,"Jackson, MI", , ,-84.3996748183806,42.2481210913503
403,-85.584018,42.295255,Station Building (with waiting room),2017-11-06T07:05:07,TRAIN,49007,MI,Kalamazoo, ,459 North Burdick Street, ,KAL,"Kalamazoo, MI", , ,-85.5840231814614,42.2952630371139
404,-80.624928,35.496172,Station Building (with waiting room),2017-11-06T07:05:07,TRAIN,28081,NC,Kannapolis, ,201 South Main Street, ,KAN,"Kannapolis, NC", , ,-80.6249311916752,35.4961789466567
405,-94.585129,39.084576,Station Building (with waiting room),2018-09-14T07:04:48,TRAIN,64108,MO,Kansas City, ,30 West Pershing Road,Union Station,KCY,"Kansas City, MO",Union Station,Union Station,-94.5851364344924,39.0845829801765
406,-89.927544,41.245765,Station Building (with waiting room),2018-09-14T07:04:48,TRAIN,61443,IL,Kewanee, ,210 West Third Street, ,KEE,"Kewanee, IL", , ,-89.9275503540562,41.245772615654
407,-122.913016,46.142264,Station Building (with waiting room),2017-11-06T07:05:08,TRAIN,98626,WA,Kelso, ,501 South First Avenue, ,KEL,"Kelso-Longview, WA", ,Longview,-122.913030650754,46.1422694756521
408,-121.771952,42.225509,Station Building (with waiting room),2017-11-06T07:05:08,TRAIN,97601,OR,Klamath Falls, ,1600 Oak Avenue, ,KFS,"Klamath Falls, OR", , ,-121.771965733058,42.2255143393057
409,-121.136344,36.202547,Curbside Bus Stop only (no shelter),2018-09-29T07:04:43,BUS,93930,CA,King City, ,1350 Broadway Circle, ,KGC,"King City, CA", , ,-121.136356850051,36.2025518965398
410,-122.496288,47.796069,Curbside Bus Stop only (no shelter),2019-02-16T07:03:16,BUS,98346,WA,Kingston, ,11264 State Route 104,Washington State Ferry dock,KGE,"Kingston - Eastbound, WA",Washington State Ferry dock, ,-122.496302965697,47.7960746083645
411,-85.535201,44.584797,Curbside Bus Stop only (no shelter),2018-09-27T07:04:51,BUS,49649,MI,Kingsley, ,119 East Main Street (Hwy 113), ,KGS,"Kingsley, MI", , ,-85.535206405879,44.5848054236128
412,-122.500484,47.802025,Curbside Bus Stop only (no shelter),2019-02-16T07:03:16,BUS,98346,WA,Kingston, ,10960 State Route 104,Henery Hardware,KGW,"Kingston - Westbound, WA",Henery Hardware, ,-122.500498967643,47.8020306080343
413,-97.728617,31.121152,Station Building (with waiting room),2018-09-27T07:04:51,BUS,76541,TX,Killeen, ,200 East Avenue C, ,KIL,"Killeen, TX", , ,-97.7286246655861,31.1211573821471
414,-71.560597,41.483959,Station Building (with waiting room),2018-02-18T07:04:25,TRAIN,02892,RI,West Kingston, ,1 Railroad Avenue, ,KIN,"Kingston, RI", , ,-71.5605977042553,41.4839674888137
415,-81.404234,28.293835,Station Building (with waiting room),2017-11-06T07:05:08,TRAIN,34741,FL,Kissimmee, ,111 East Dakin Avenue, ,KIS,"Kissimmee, FL", , ,-81.4042371073041,28.2938402829077
416,-87.86543,41.119259,Station Building (with waiting room),2017-11-06T07:05:09,TRAIN,60901,IL,Kankakee, ,199 South East Avenue, ,KKI,"Kankakee, IL", , ,-87.8654357453369,41.1192667090737
417,-72.794305,43.627005,Curbside Bus Stop only (no shelter),2018-09-27T07:04:51,BUS,05751,VT,Killington, ,228 East Mountain Road, ,KLT,"Killington, VT", , ,-72.7943062410203,43.6270138509531
418,-77.584478,35.243706,Station Building (with waiting room),2018-09-27T07:04:51,BUS,28504,NC,Kinston, ,101 East New Bern Road, ,KNC,"Kinston, NC", , ,-77.5844802608625,35.2437129992889
419,-114.052816,35.188279,Station Building (with waiting room),2017-11-06T07:05:09,TRAIN,86401,AZ,Kingman, ,402 Andy Devine, ,KNG,"Kingman, AZ", , ,-114.052827539229,35.1882842322845
420,-84.506535,46.273752,Curbside Bus Stop only (no shelter),2022-08-15T07:04:38,BUS,49752,MI,Kinross Charter Twp, ,6737 M-80, ,KNS,"Kinross Charter Twp, MI", , ,-84.5065402829567,46.2737607512534
421,-76.240827,38.966498,Curbside Bus Stop only (no shelter),2018-10-21T07:00:00,BUS,21638,MD,Grasonville, ,3206 Main Street, ,KNT,"Kent Island-Grasonville, MD", ,Grasonville,-76.2408290508712,38.9665058287188
422,-79.829026,33.663882,Station Building (with waiting room),2017-11-06T07:05:09,TRAIN,29556,SC,Kingstree, ,101 East Main St., ,KTR,"Kingstree, SC", , ,-79.8290288598496,33.6638885760539
423,-73.786232,44.188528,Curbside Bus Stop only (no shelter),2018-06-22T07:04:37,BUS,12943,NY,Keene Valley, ,1770 Route 73, ,KVL,"Keene Valley, NY", , ,-73.7862336080351,44.1885369159954
424,-90.406761,38.581067,Station Building (with waiting room),2017-11-06T07:05:10,TRAIN,63122,MO,Kirkwood, ,110 West Argonne Drive, ,KWD,"Kirkwood, MO", , ,-90.4067672433884,38.5810741225516
425,-79.385083,40.317405,Platform only (no shelter),2020-10-06T07:05:18,TRAIN,15650,PA,Latrobe, ,329 McKinley Avenue,Amtrak Station,LAB,"Latrobe, PA",Amtrak Station, ,-79.3850861185755,40.3174129716664
426,-118.077612,45.326472,Station Building (with waiting room),2018-09-27T07:04:52,BUS,97850,OR,La Grande, ,2204 East Penn Avenue , ,LAE,"La Grande, OR", , ,-118.077625672127,45.3264779148236
427,-86.895901,40.419347,Station Building (with waiting room),2019-06-12T07:03:27,TRAIN,47901,IN,Lafayette, ,200 North Second Street,Amtrak Station,LAF,"Lafayette, IN",Amtrak Station, ,-86.8959063966946,40.4193546371294
428,-87.871545,41.815634,Station Building (with waiting room),2018-09-28T07:04:42,TRAIN,60525,IL,La Grange, ,25 West Burlington Avenue, ,LAG,"La Grange, IL", , ,-87.8715508146311,41.8156418296329
429,-103.543576,37.988249,Station Building (with waiting room),2017-11-06T07:05:10,TRAIN,81050,CO,La Junta, ,1 West First Street, ,LAJ,"La Junta, CO", , ,-103.543585582916,37.9882552632587
430,-81.951874,28.045603,Station Building (with waiting room),2018-09-14T07:04:48,TRAIN,33801,FL,Lakeland, ,600 East  Main Street,To/from points north,LAK,"Lakeland, FL",To/from points north, ,-81.9518772587778,28.0456082084338
431,-88.453159,46.756951,Curbside Bus Stop only (no shelter),2023-06-23T07:00:00,BUS,49946,MI,L'Anse, ,102 East Broad Street, ,LAN,"L'Anse, MI", ,Lanse,-88.4531655735437,46.7569595797493
432,-92.493384,40.02922,Station Building (with waiting room),2018-09-14T07:04:49,TRAIN,63549,MO,La Plata, ,535 North Owensby Street, ,LAP,"La Plata, MO", , ,-92.4933909563136,40.0292272613901
433,-115.148493,36.085973,Curbside Bus Stop only (no shelter),2018-09-27T07:04:52,BUS,89111,NV,Las Vegas, ,5757 Wayne Newton Boulevard,McCarran International Airport,LAS,"Las Vegas, NV",McCarran International Airport,"McCarran International,McCarran Intl,McCarran Airport",-115.148504824768,36.0859782725735
434,-86.894444,40.420668,Station Building (with waiting room),2023-06-09T15:08:49,BUS,47901,IN,Lafayette, ,316 North 3rd Street,CityBus Center,LAT,"Lafayette, IN",CityBus Center, ,-86.8944493966774,40.4206756375512
435,-89.127933,31.692168,Station Building (with waiting room),2017-11-06T07:05:11,TRAIN,39440,MS,Laurel, ,230 North Maple Street, ,LAU,"Laurel, MS", , ,-89.1279384346547,31.6921738205432
436,-118.236778,34.056177,Station Building (with waiting room),2019-09-07T07:03:26,TRAIN,90012,CA,Los Angeles, ,800 North Alameda Street,Union Station,LAX,"Los Angeles, CA",Union Station,Union Station,-118.236790186569,34.0561818568002
437,-118.266511,34.231944,Curbside Bus Stop only (no shelter),2018-09-26T07:04:46,BUS,91214,CA,La Crescenta, ,6201 Honolulu Avenue, ,LCA,"La Crescenta, CA", , ,-118.266523206155,34.2319488741267
438,-93.217037,30.238126,Station Building (with waiting room),2017-11-06T07:05:11,TRAIN,70601,LA,Lake Charles, ,100 Ryan Street, ,LCH,"Lake Charles, LA", , ,-93.2170434660937,30.2381313691663
439,-89.363051,40.148199,Station Building (with waiting room),2017-12-07T07:04:19,TRAIN,62656,IL,Lincoln, ,103 North Chicago Street, ,LCN,"Lincoln, IL", , ,-89.3630570865052,40.1482064578349
440,-124.010371,44.996526,Curbside Bus Stop only (no shelter),2020-07-01T07:00:00,BUS,97367,OR,Lincoln City, ,1725 NW 44th St., ,LCO,"Lincoln City, OR", , ,-124.010385576918,44.9965312993805
441,-106.78006,32.3055,Curbside Bus Stop only (no shelter),2022-06-11T07:04:31,BUS,88005,NM,Las Cruces, ,300 West Lohman Avenue, ,LCR,"Las Cruces, NM", , ,-106.780069847555,32.305505207599
442,-118.136432,34.6963,Platform with Shelter,2018-09-26T07:04:47,BUS,93534,CA,Lancaster, ,44812 Sierra Highway, ,LCS,"Lancaster, CA", , ,-118.136444223608,34.696304932781
443,-69.008642,44.282075,Curbside Bus Stop only (no shelter),2018-09-26T07:04:47,BUS,04849,ME,Lincolnville, ,2512 Atlantic Highway, ,LCV,"Lincolnville, ME", , ,-69.0086420199847,44.2820840932918
444,-108.707025,32.35007,Platform with Shelter,2019-12-03T07:03:23,TRAIN,88045,NM,Lordsburg, ,Center Street and East Motel Drive, ,LDB,"Lordsburg, NM", , ,-108.707035260991,32.3500751254868
445,-75.000759,39.83383,Station Building (with waiting room),2018-09-27T07:04:52,TRAIN,08083,NJ,Somerdale, ,Station Avenue & White Horse Road West, ,LDW,"Lindenwold, NJ", , ,-75.0007607122875,39.833838047672
446,-94.377972,38.912623,Platform with Shelter,2017-11-06T07:05:12,TRAIN,64063,MO,Lee's Summit, ,217 SW Main Street, ,LEE,"Lee's Summit, MO", , ,-94.3779793631146,38.9126299634502
447,-123.727964,39.878226,Curbside Bus Stop only (no shelter),2018-09-26T07:04:47,BUS,95585,CA,Leggett, ,69501 Highway 101 North, ,LEG,"Leggett, CA", , ,-123.72797767354,39.8782310038538
448,-120.644604,47.597678,Curbside Bus Stop only (no shelter),2023-02-10T07:07:00,BUS,98826,WA,Leavenworth, ,200 Ward Strasse,Wilkommen Park and Ride,LEV,"Leavenworth, WA",Wilkommen Park and Ride, ,-120.644618613468,47.5976837998105
449,-77.580047,40.588309,Station Building (with waiting room),2019-02-14T07:03:21,TRAIN,17044,PA,Lewistown, ,150 Helen Street,Amtrak Station,LEW,"Lewistown, PA",Amtrak Station, ,-77.5800495740485,40.5883170982931
450,-80.251565,35.820856,Platform only (no shelter),2018-02-18T07:04:25,TRAIN,27292,NC,Lexington, ,29 South Railroad Street, ,LEX,"Lexington Barbeque Festival, NC", , ,-80.2515680977208,35.8208630290363
451,-92.014519,30.226548,Station Building (with waiting room),2017-11-06T07:05:12,TRAIN,70501,LA,Lafayette, ,100 Lee Avenue, ,LFT,"Lafayette, LA", , ,-92.014525147459,30.2265534082986
452,-73.521142,45.523836,Station Building (with waiting room),2024-08-22T10:54:59,BUS,J4K 2T4,QC,Longueuil, ,120 Place Charles-Lemoyne, ,LGU,"Longueuil, QC", , ,-73.5211436207408,45.5238451601637
453,-115.54889,48.394842,Station Building (with waiting room),2017-11-06T07:05:13,TRAIN,59923,MT,Libby, ,100 Mineral Avenue, ,LIB,"Libby, MT", , ,-115.548903865245,48.3948483993017
454,-121.767121,37.684915,Station Building (with waiting room),2024-04-03T07:07:45,BUS,94550,CA,Livermore, ,2500 Railroad Avenue,Livermore Transit Center,LIV,"Livermore, CA",Livermore Transit Center, ,-121.767134106573,37.6849199839131
455,-81.951874,28.045603,Station Building (with waiting room),2018-09-14T07:04:49,TRAIN,33801,FL,Lakeland, ,600 East Main Street,To/from points south,LKL,"Lakeland, FL",To/from points south, ,-81.9518772587778,28.0456082084338
456,-119.784545,36.303131,Curbside Bus Stop only (no shelter),2018-09-26T07:04:47,BUS,93245,CA,Lemoore, ,300 E Street, ,LMC,"Lemoore, CA", , ,-119.784557645549,36.3031359950634
457,-102.618574,38.089623,Platform only (no shelter),2017-11-06T07:05:14,TRAIN,81052,CO,Lamar, ,109 E Beech Street, ,LMR,"Lamar, CO", , ,-102.618583373813,38.0896293365332
458,-105.879968,35.480973,Station Building (with waiting room),2018-09-14T07:04:49,TRAIN,87540,NM,Lamy, ,152 Old Lamy Trail, ,LMY,"Lamy, NM", , ,-105.879977885348,35.4809787478299
459,-76.307714,40.054181,Station Building (with waiting room),2017-11-06T07:05:14,TRAIN,17602,PA,Lancaster, ,53 McGovern Avenue, ,LNC,"Lancaster, PA", , ,-76.3077161390796,40.0541890434862
460,-96.71317,40.815871,Station Building (with waiting room),2017-11-06T07:05:14,TRAIN,68508,NE,Lincoln, ,277 Pinnacle Arena Drive, ,LNK,"Lincoln, NE", , ,-96.713178179131,40.815878132224
461,-84.495962,42.718731,Station Building (with waiting room),2017-11-06T07:05:14,TRAIN,48823,MI,East Lansing, ,1240 South Harrison Road, ,LNS,"East Lansing, MI", ,Lansing,-84.4959668928737,42.718739168397
462,-114.575778,35.158568,Curbside Bus Stop only (no shelter),2023-05-12T07:00:00,BUS,89029,NV,Laughlin, ,2121 South Casino Drive, ,LNV,"Laughlin, NV", , ,-114.575789634053,35.1585731977297
463,-81.241735,42.983999,Curbside Bus Stop only (no shelter),2024-08-22T10:54:59,BUS,N6B 1P8,ON,London, ,352 Waterloo Street, ,LOB,"London, ON", , ,-81.2417389116055,42.9840073791887
464,-121.271887,38.133201,Station Building (with waiting room),2017-11-06T07:05:14,TRAIN,95240,CA,Lodi, ,24 South Sacramento Street, ,LOD,"Lodi, CA", , ,-121.27190008235,38.1332060584664
465,-106.208804,35.827795,Curbside Bus Stop only (no shelter),2018-09-27T07:04:53,BUS,87506,NM,Los Alamos, ,124 State Highway 4,White Rock Area,LOH,"Los Alamos, NM",White Rock Area, ,-106.208813987985,35.8278007804355
466,-120.459285,34.63834,Curbside Bus Stop only (no shelter),2018-09-26T07:04:47,BUS,93436,CA,Lompoc, ,111 South I Street, ,LOM,"Lompoc, CA", , ,-120.459297596879,34.6383447891631
467,-77.220942,38.708143,Station Building (with waiting room),2017-11-06T07:05:15,TRAIN,22079,VA,Lorton, ,8006 Lorton Road,Auto Train Station,LOR,"Lorton, VA",Auto Train Station,Washington,-77.2209443408577,38.7081507405318
468,-106.29992,35.881799,Curbside Bus Stop only (no shelter),2018-09-27T07:04:53,BUS,87544,NM,Los Alamos, ,109 Central Park Square,Central Area,LOS,"Los Alamos, NM",Central Area, ,-106.29993001293,35.8818047838434
469,-83.306154,43.04952,Station Building (with waiting room),2017-11-06T07:05:15,TRAIN,48446,MI,Lapeer, ,73 Howard Street, ,LPE,"Lapeer, MI", , ,-83.3061585596146,43.0495282877417
470,-121.499956,43.674176,Curbside Bus Stop only (no shelter),2018-09-27T07:04:53,BUS,97739,OR,La Pine, ,16515 Reed Road, ,LPN,"La Pine, OR", ,LaPine,-121.499969938932,43.6741814656227
471,-120.605001,34.682704,Platform with Shelter,2017-11-06T07:05:15,TRAIN,93437,CA,Surf, ,Ocean Ave and Park Rd, ,LPS,"Lompoc-Surf, CA", ,Surf,-120.605013623645,34.6827087847475
472,-116.289964,33.710979,Curbside Bus Stop only (no shelter),2018-09-26T07:04:47,BUS,92253,CA,La Quinta, ,78822 Highway 111, ,LQT,"La Quinta, CA", , ,-116.289975823194,33.7109839253756
473,-95.230539,38.971166,Station Building (with waiting room),2017-11-06T07:05:15,TRAIN,66044,KS,Lawrence, ,413 East 7th Street, ,LRC,"Lawrence, KS", , ,-95.2305465966124,38.9711729242649
474,-92.286785,34.750298,Station Building (with waiting room),2017-11-06T07:05:15,TRAIN,72201,AR,Little Rock, ,1400 West Markham Street,Union Station,LRK,"Little Rock, AR",Union Station,Union Station,-92.286791470131,34.7503043140816
475,-105.608549,41.32992,Curbside Bus Stop only (no shelter),2018-09-28T07:04:43,BUS,82072,WY,Laramie, ,1952 North Banner Road, ,LRY,"Laramie, WY", , ,-105.608559448337,41.3299265872244
476,-76.887341,40.963073,Curbside Bus Stop only (no shelter),2018-09-27T07:04:54,BUS,17837,PA,Lewisburg, ,500 Market Street, ,LSB,"Lewisburg, PA", ,Bucknell University,-76.8873433817142,40.9630811977965
477,-91.247298,43.833155,Station Building (with waiting room),2022-03-15T07:04:09,TRAIN,54601,WI,La Crosse, ,601 St. Andrew Street,Amtrak Station,LSE,"La Crosse, WI",Amtrak Station, ,-91.2473050219321,43.8331629562289
478,-105.212779,35.593432,Station Building (with waiting room),2017-11-06T07:05:16,TRAIN,87701,NM,Las Vegas, ,500 Railroad Avenue at Lincoln, ,LSV,"Las Vegas, NM", , ,-105.212788744698,35.5934378022278
479,-91.229332,43.817112,Curbside Bus Stop only (no shelter),2022-03-16T07:04:11,BUS,54601,WI,La Crosse, ,521 East Avenue N,University of Wisconsin,LSW,"La Crosse, WI",University of Wisconsin, ,-91.2293390153887,43.8171199547863
480,-79.405407,40.272842,Curbside Bus Stop only (no shelter),2019-02-14T07:03:22,BUS,15650,PA,Latrobe, ,148 Aviation Lane,Arnold Palmer Regional Airport,LTB,"Latrobe, PA",Arnold Palmer Regional Airport, ,-79.4054101218914,40.2728499623456
481,-121.263658,37.79836,Platform with Shelter,2018-09-26T07:04:48,TRAIN,95330,CA,Manteca, ,17800 Shideler Parkway, ,LTM,"Lathrop-Manteca, CA", ,Manteca,-121.263671041834,37.7983650300533
482,-118.00058,34.521339,Curbside Bus Stop only (no shelter),2018-09-26T07:04:48,BUS,93543,CA,Littlerock, ,7225 Pearblossom Hwy, ,LTR,"Littlerock, CA", , ,-118.000592185549,34.5213439217238
483,-123.482019,39.686633,Curbside Bus Stop only (no shelter),2018-09-26T07:04:48,BUS,95454,CA,Laytonville, ,44900 Highway 101, ,LTV,"Laytonville, CA", , ,-123.482032612124,39.6866380103114
484,-85.772623,38.248724,Station Building (with waiting room),2023-09-29T07:00:00,BUS,40203,KY,Louisville,Suite 101,1211 West Broadway, ,LVL,"Louisville, KY", , ,-85.772627890757,38.2487312895876
485,-119.118687,37.955403,Curbside Bus Stop only (no shelter),2018-02-18T07:04:25,BUS,95541,CA,Lee Vining, ,30 Main Street, ,LVN,"Lee Vining, CA", , ,-119.118699715623,37.9554082005263
486,-76.95427,40.620141,Curbside Bus Stop only (no shelter),2024-04-03T07:07:46,BUS,17045,PA,Liverpool, ,U.S. Highway 11/15 & State Highway 104,Park & Ride Lot,LVP,"Liverpool, PA",Park & Ride Lot, ,-76.9542723799239,40.6201491286124
